Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Good/Bad,timestamp
1,158,-0.0023,0.0001,100,518.67,14.62,21.61,1.3,47.68,no connection,2388.22,8126.33,8.4368,0.03,394,2388,100,38.75,23.2894,0,3/1/2020 13:05
1,159,-0.0006,0.0001,100,518.67,14.62,21.61,1.3,47.76,520.65,2388.23,8127.61,8.4403,0.03,394,2388,100,38.76,23.253,0,3/1/2020 13:10
1,160,-0.0006,I/O,100,518.67,14.62,21.61,1.3,47.84,520.47,2388.22,8122.68,stop,0.03,396,2388,100,38.52,23.2817,0,3/1/2020 13:15
1,161,0.0008,0.0001,100,518.67,14.62,21.61,1.3,47.77,520.47,2388.18,8126.97,8.4405,0.03,394,2388,100,38.66,23.2962,0,3/1/2020 13:20
1,162,-0.0005,0.0004,100,518.67,14.62,Missing,1.3,47.79,520.44,2388.2,8123.77,8.5015,0.03,394,2388,100,38.78,23.1538,1,3/1/2020 13:25
1,163,0.0003,-0.0004,100,518.67,14.62,21.61,1.3,47.89,520.3,2388.2,8124.06,8.5129,0.03,393,2388,100,38.65,23.1419,1,3/1/2020 13:30
1,164,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.7,I/O,2388.28,8124.63,8.4803,0.03,394,2388,100,38.62,23.1761,1,3/1/2020 13:35
1,165,0.001,0.0004,100,518.67,14.62,21.61,1.3,47.89,520.69,2388.24,8126.53,8.4922,0.03,393,2388,100,38.59,23.2129,1,3/1/2020 13:40
1,166,-0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.86,no connection,2388.22,8119.14,8.4663,0.03,395,2388,100,38.62,23.145,1,3/1/2020 13:45
1,167,0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.85,520.49,stop,8122.41,8.4632,0.03,394,2388,100,38.77,23.3011,1,3/1/2020 13:50
1,168,-0.0043,0.0002,100,518.67,14.62,21.61,1.3,47.84,520.78,2388.19,8124.44,8.4925,0.03,393,2388,100,38.76,23.277,1,3/1/2020 13:55
1,169,-0.0017,0.0004,100,518.67,14.62,21.61,1.3,47.88,520.44,2388.18,8125.3,8.4767,0.03,394,2388,100,38.58,23.187,1,3/1/2020 14:00
1,nan,-0.0017,-0.0002,100,518.67,14.62,21.61,1.3,47.86,520.23,2388.26,8121.76,8.49,0.03,395,2388,100,38.66,23.1615,1,3/1/2020 14:05
1,171,0.0004,-0.0003,100,518.67,14.62,21.61,1.3,48.03,519.85,2388.22,8124.87,8.4922,0.03,395,2388,100,38.68,23.2444,1,3/1/2020 14:10
1,172,-0.0014,-0.0003,100,518.67,14.62,21.61,1.3,48.07,520.54,2388.26,8120.08,8.4595,0.03,393,2388,100,38.65,23.1585,1,3/1/2020 14:15
1,173,-0.0032,0.0002,100,518.67,14.62,21.61,No Data,47.9,520.11,2388.23,8121.64,8.5091,0.03,395,2388,100,38.59,No Data,1,3/1/2020 14:20
1,174,-0.0001,-0.0002,100,518.67,14.62,21.61,1.3,48,520.22,start,8119.17,8.4476,0.03,393,2388,stop,38.57,23.0357,1,3/1/2020 14:25
1,175,0.0001,0.0002,100,518.67,14.62,21.61,1.3,47.86,520.38,2388.22,8125.76,8.489,0.03,394,2388,100,38.58,23.1573,1,3/1/2020 14:30
1,176,-0.002,-0.0003,100,518.67,14.62,21.61,1.3,47.84,519.8,2388.2,8123.8,8.4853,0.03,394,2388,100,38.72,23.2491,1,3/1/2020 14:35
1,177,-0.0038,-0.0003,100,518.67,14.62,21.61,1.3,48.03,520.24,2388.23,8120.11,8.4779,0.03,396,2388,100,38.63,23.1673,1,3/1/2020 14:40
1,178,-0.0001,0.0002,100,no response,14.62,21.61,1.3,48,520.2,2388.2,8116.56,8.477,0.03,395,2388,100,38.65,23.177,1,3/1/2020 14:45
1,179,0.0023,-0.0003,100,518.67,14.62,21.61,1.3,48.02,520.38,2388.18,8116.84,8.4947,0.03,395,2388,100,38.77,23.1888,1,3/1/2020 14:50
1,180,-0.0024,0,100,518.67,14.62,21.61,1.3,47.85,519.84,2388.28,8122.57,8.4737,0.03,395,2388,100,38.86,23.007,1,3/1/2020 14:55
1,181,-0.0006,0.0005,100,518.67,14.62,21.61,1.3,48.1,520.43,2388.23,8114.79,8.472,0.03,397,2388,100,38.34,23.1652,1,3/1/2020 15:00
1,182,-0.001,0.0003,100,518.67,14.62,21.61,1.3,47.98,520.46,2388.25,8119.67,8.5158,0.03,397,2388,100,38.43,23.1787,1,3/1/2020 15:05
1,183,0.0001,0.0001,stop,518.67,14.62,21.61,1.3,48.03,520.05,2388.23,8117.8,8.5041,0.03,396,2388,100,38.56,23.1302,1,3/1/2020 15:10
1,184,0.0004,0.0003,100,518.67,14.62,21.61,1.3,48.07,519.77,2388.28,8115.61,8.5133,0.03,395,2388,100,38.43,23.0146,1,3/1/2020 15:15
1,185,0.0008,0.0001,100,518.67,14.62,21.61,1.3,48.15,519.82,2388.27,no response,8.4984,0.03,395,2388,100,38.51,23.07,1,3/1/2020 15:20
1,186,0.0027,-0.0003,100,518.67,14.62,21.61,1.3,48.12,520.08,2388.25,8123.45,8.5227,0.03,397,2388,100,38.47,23.0564,1,3/1/2020 15:25
1,187,-0.0047,0,100,518.67,14.62,21.61,1.3,48.23,519.53,2388.28,8115.67,8.5218,0.03,396,2388,100,38.42,23.0822,1,3/1/2020 15:30
1,188,-0.0067,0.0003,100,518.67,14.62,21.61,1.3,48,519.79,2388.23,8117.69,8.5207,0.03,396,2388,100,38.51,22.9588,1,3/1/2020 15:35
1,189,-0.0006,0.0002,100,518.67,14.62,21.61,1.3,48.08,519.58,2388.33,8117.51,8.5183,0.03,395,2388,100,38.48,23.1127,1,3/1/2020 15:40
1,190,-0.0027,0.0001,100,518.67,14.62,21.61,1.3,48.33,520.04,2388.35,8112.58,8.5223,0.03,398,2388,100,38.49,23.0675,1,3/1/2020 15:45
1,191,0,-0.0004,100,518.67,14.62,21.61,1.3,48.15,519.57,2388.3,8114.61,8.5174,0.03,394,2388,100,38.45,23.1295,1,3/1/2020 15:50
1,192,0.0009,0,100,518.67,14.62,21.61,1.3,48.25,520.08,2388.32,8110.93,8.5113,0.03,396,2388,100,38.48,22.9649,1,3/1/2020 15:55
2,1,-0.0018,0.0006,100,518.67,14.62,21.6,1.3,46.93,522.33,2388.06,8137.72,8.3905,0.03,391,2388,100,38.94,23.4585,0,3/1/2020 16:00
2,2,0.0043,-0.0003,100,518.67,14.62,21.61,1.3,47.24,522.7,2387.98,8131.09,8.4167,0.03,392,2388,100,39.06,23.4085,0,3/1/2020 16:05
2,3,0.0018,0.0003,100,518.67,14.62,21.6,1.3,47.22,522.58,2387.99,8140.58,8.3802,0.03,391,2388,100,39.11,23.425,0,3/1/2020 16:10
2,4,0.0035,-0.0004,100,Missing,14.62,21.61,1.3,47.1,522.49,2387.93,8140.44,8.4018,0.03,391,2388,100,39.13,23.5027,0,3/1/2020 16:15
2,5,0.0005,0.0004,100,518.67,14.62,21.6,1.3,47.25,522.27,2387.94,8136.67,8.3867,0.03,390,2388,100,39.18,23.4234,0,3/1/2020 16:20
2,6,-0.001,0.0004,100,518.67,14.62,21.61,1.3,47.05,522.8,2387.99,8133.65,8.38,0.03,392,2388,100,39.15,23.427,0,3/1/2020 16:25
2,7,0.0001,-0.0002,100,518.67,14.62,21.61,1.3,47.1,522.14,2388.04,8136.33,8.3941,0.03,391,2388,100,39.1,23.4718,0,3/1/2020 16:30
2,8,0.0015,-0.0004,100,518.67,14.62,21.61,1.3,47.2,522.77,2387.96,8137.92,8.3861,0.03,391,2388,100,39.11,23.4381,0,3/1/2020 16:35
2,9,0.0017,-0.0004,100,518.67,14.62,21.6,1.3,no response,522.4,2387.98,8145.29,8.3868,0.03,390,2388,100,39.06,I/O,0,3/1/2020 16:40
2,10,-0.0045,0.0002,100,518.67,14.62,21.6,1.3,47.21,521.99,2387.97,8138.64,8.3982,0.03,391,2388,100,39.2,23.6005,Missing,3/1/2020 16:45
2,11,0.0006,0.0004,100,518.67,14.62,21.61,1.3,47.21,522.2,2388.03,8135.85,8.4188,0.03,392,2388,100,39.23,23.3888,0,3/1/2020 16:50
2,12,0.0002,0.0006,100,518.67,14.62,21.61,1.3,47.13,nan,2387.97,8136.49,8.3925,0.03,392,2388,100,39.12,23.4201,0,3/1/2020 16:55
2,13,0.0007,0.0005,100,518.67,14.62,21.61,1.3,47.03,522.33,2387.99,8140.61,8.3742,0.03,391,2388,100,38.88,23.4317,0,3/1/2020 17:00
2,14,-0.0024,-0.0004,100,no connection,14.62,21.61,1.3,47.12,523.07,2387.98,8140.09,8.3887,0.03,391,2388,100,38.93,23.4074,0,3/1/2020 17:05
2,15,-0.0012,-0.0003,100,518.67,14.62,21.61,1.3,47.17,521.96,2388.02,8137.72,8.3704,0.03,393,2388,100,38.94,23.4311,0,3/1/2020 17:10
2,16,-0.001,0.0003,100,518.67,14.62,21.61,1.3,47.24,522.49,2387.95,8133.45,8.3805,0.03,392,2388,100,39.01,23.4462,0,3/1/2020 17:15
2,17,0.0003,-0.0001,100,518.67,14.62,21.61,1.3,47.13,522.71,2388.08,8134.78,8.3714,0.03,391,2388,100,39.04,23.5245,0,3/1/2020 17:20
2,18,0.0014,0.0001,100,518.67,14.62,21.61,1.3,47.22,522.92,2388,stop,8.4053,0.03,391,2388,100,39,23.4203,0,3/1/2020 17:25
2,19,0.0025,0.0001,100,518.67,14.62,21.61,1.3,47.14,522.38,2387.98,8137.51,8.4035,0.03,392,2388,No Data,39.1,23.4102,0,3/1/2020 17:30
2,20,0.0042,-0.0004,100,518.67,14.62,21.61,no response,47.14,522.54,2387.94,8139.83,8.3698,0.03,391,2388,100,39.02,23.3821,0,3/1/2020 17:35
2,21,-0.0023,0.0001,100,518.67,14.62,21.61,1.3,47.04,522.58,2388.01,8136.57,8.3954,0.03,391,2388,100,39.24,23.5014,0,3/1/2020 17:40
2,22,0.0024,0.0006,100,518.67,14.62,21.61,1.3,47.17,521.73,2388.04,8140.79,8.3792,0.03,391,2388,100,38.98,23.4241,0,3/1/2020 17:45
2,23,-0.0013,0.0003,100,518.67,14.62,21.61,1.3,47.21,522.26,2388.07,8131.57,8.3937,0.03,393,2388,100,39.1,23.2867,0,3/1/2020 17:50
2,24,-0.0019,0,100,518.67,14.62,21.61,1.3,47.15,522.25,2387.97,8136.16,8.3866,0.03,391,2388,100,39.18,23.3981,0,3/1/2020 17:55
2,25,0.0063,0.0001,100,518.67,14.62,21.61,1.3,47.19,522.31,2388.03,8136.97,8.3959,0.03,391,2388,100,38.99,23.4883,0,3/1/2020 18:00
2,26,-0.0011,0.0003,100,518.67,14.62,21.61,1.3,47.12,522.8,2388,8137.27,8.3472,0.03,391,2388,100,38.96,23.4691,0,3/1/2020 18:05
2,27,0.0006,0.0005,100,518.67,14.62,21.61,1.3,47.03,522.11,2388.06,8137.73,8.4077,0.03,392,2388,100,38.96,23.4275,0,3/1/2020 18:10
2,28,0.0037,0.0005,100,518.67,14.62,21.61,1.3,46.99,522.68,2387.93,8136.55,8.3734,0.03,390,2388,100,38.95,23.4395,0,3/1/2020 18:15
2,29,-0.0032,-0.0003,100,no response,14.62,21.61,1.3,47.11,522.26,2388.02,8140.77,8.37,0.03,390,2388,100,38.97,23.4249,0,3/1/2020 18:20
2,30,0.0012,0,100,518.67,14.62,21.61,1.3,47.2,522.43,2388,8136.63,8.419,0.03,391,2388,100,39.1,23.3985,0,3/1/2020 18:25
stop,31,-0.0009,0.0005,100,518.67,14.62,21.61,1.3,47.05,522.17,2388.04,8131.62,8.4393,0.03,391,2388,100,39.17,23.4154,0,3/1/2020 18:30
2,32,0.0013,-0.0001,100,518.67,14.62,21.61,1.3,47.12,522.54,2387.98,8138.76,8.3783,0.03,390,2388,100,38.97,23.4006,0,3/1/2020 18:35
2,33,-0.0032,0.0004,100,518.67,14.62,21.61,1.3,47.09,522.26,2387.99,8133.62,8.4102,0.03,392,2388,100,39.01,23.4434,0,3/1/2020 18:40
2,34,0.0042,0.0003,100,518.67,14.62,21.61,1.3,47.22,522.64,2387.96,8139.8,8.4188,0.03,390,2388,100,38.87,23.4571,0,3/1/2020 18:45
2,35,0.002,0.0002,100,518.67,14.62,21.61,1.3,47.25,522,2388,8142.08,8.4164,0.03,nan,2388,100,39.06,23.5283,0,3/1/2020 18:50
2,36,0.0013,0.0004,100,518.67,14.62,21.61,1.3,47.21,522.32,2388,8142.06,8.3709,0.03,391,2388,100,39.12,23.3881,0,3/1/2020 18:55
2,37,0.005,0.0005,100,518.67,14.62,21.61,1.3,47.16,522.69,2388.02,8136.08,8.3609,0.03,391,2388,100,39.08,23.4047,0,3/1/2020 19:00
2,38,0.0013,0.0005,100,518.67,14.62,21.61,1.3,47.22,522.13,2388.05,8134.91,8.4069,0.03,390,2388,100,39.09,23.4191,0,3/1/2020 19:05
2,39,-0.0018,0.0005,100,518.67,14.62,21.61,1.3,47.2,522.79,2388.05,8138.78,8.3755,0.03,391,2388,100,39.02,23.4489,0,3/1/2020 19:10
2,40,0.0005,0.0005,100,518.67,14.62,21.61,1.3,47.22,522.3,2388.01,8137.16,8.401,0.03,391,2388,100,38.84,23.4402,0,3/1/2020 19:15
2,41,0.0015,0.0006,100,518.67,14.62,21.61,1.3,47.26,522.22,2388.01,8140.84,8.3856,0.03,392,2388,100,38.94,23.3071,0,3/1/2020 19:20
2,42,0.0016,0.0005,100,518.67,14.62,21.61,1.3,47.14,522.87,2388,8135.3,8.3449,0.03,392,2388,100,39.08,23.4631,0,3/1/2020 19:25
2,43,0.0027,0,100,518.67,14.62,21.61,1.3,47.08,522.9,2388.02,8135.14,8.4144,0.03,392,2388,100,38.92,23.4966,0,3/1/2020 19:30
2,44,0.0003,0.0003,100,518.67,14.62,21.61,1.3,47.22,522.77,2388.06,8137.23,8.4087,0.03,392,2388,100,39.03,23.4546,0,3/1/2020 19:35
2,45,-0.0014,-0.0002,100,518.67,14.62,21.61,1.3,47.17,522.27,2388,8141.93,8.3847,0.03,390,2388,100,38.99,23.4284,0,3/1/2020 19:40
Missing,46,0.0002,-0.0003,100,518.67,14.62,21.61,1.3,47.19,522.08,2388.05,8140.52,8.3994,0.03,390,2388,100,38.93,23.5041,0,3/1/2020 19:45
2,47,0.0021,0.0003,100,518.67,14.62,21.61,1.3,47.03,522.73,2388,8136.97,8.3756,0.03,391,2388,100,38.89,23.3447,0,3/1/2020 19:50
2,48,0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.18,522.41,2387.98,8134.97,8.3821,0.03,392,2388,100,39.23,23.4336,0,3/1/2020 19:55
2,49,-0.0006,0.0005,100,518.67,14.62,21.61,1.3,47.18,522.83,2387.99,I/O,8.4024,0.03,390,2388,100,39.17,23.4871,0,3/1/2020 20:00
2,50,-0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.16,522.16,nan,8138.46,8.4042,0.03,391,2388,100,39.1,23.353,0,3/1/2020 20:05
2,51,0.0008,0.0003,100,518.67,14.62,21.61,1.3,47.03,522.34,2388.01,8137.89,8.3731,0.03,392,2388,100,38.9,23.3239,0,3/1/2020 20:10
2,52,-0.001,-0.0001,100,518.67,14.62,21.6,1.3,47.09,522.58,start,8134.22,8.4064,0.03,392,2388,100,39.08,23.3668,0,3/1/2020 20:15
2,53,-0.0023,-0.0001,100,518.67,14.62,21.61,1.3,46.98,522.73,2388.01,8137.95,8.411,0.03,391,2388,100,38.95,23.5307,0,3/1/2020 20:20
2,54,0.0004,-0.0003,100,518.67,14.62,21.61,1.3,47.1,522.48,2387.99,8141.65,8.4057,0.03,nan,2388,100,39.13,23.3626,no response,3/1/2020 20:25
2,55,-0.0035,-0.0004,100,518.67,14.62,21.6,1.3,47.18,522.7,2388.02,8134.65,8.4077,0.03,392,2388,100,39.11,23.3779,0,3/1/2020 20:30
2,56,-0.0035,0.0002,100,518.67,14.62,21.61,1.3,47.03,522.1,2388.01,8139.72,8.393,0.03,391,2388,100,39.1,23.3796,0,3/1/2020 20:35
2,57,-0.0003,-0.0001,100,518.67,14.62,21.61,1.3,47.17,521.98,2387.96,8136.88,8.4008,0.03,391,2388,100,39.23,23.4544,0,3/1/2020 20:40
2,58,0,-0.0002,100,518.67,14.62,21.61,1.3,47.3,522.24,2387.98,8134.92,8.3731,0.03,391,2388,100,39.15,23.3861,0,3/1/2020 20:45
2,59,0.0032,0,100,518.67,14.62,21.61,1.3,No Data,522.78,2388,8136.9,no connection,0.03,391,2388,100,39.04,23.4347,0,3/1/2020 20:50
2,60,0.0014,-0.0002,100,518.67,14.62,21.61,1.3,47.12,521.93,2388.02,8141.27,8.4003,0.03,393,2388,100,39.11,23.3928,0,3/1/2020 20:55
2,61,-0.0044,0.0001,100,518.67,14.62,21.61,1.3,47.09,522.69,2387.99,8135.88,8.4006,0.03,391,2388,100,39.04,23.2745,0,3/1/2020 21:00
2,62,-0.0017,-0.0001,100,518.67,14.62,21.61,1.3,47.27,521.78,2387.98,8135.86,8.4193,0.03,391,2388,100,39.23,23.4442,0,3/1/2020 21:05
2,63,-0.0014,0.0005,100,518.67,14.62,21.61,1.3,47.17,522.15,2388.01,8134.72,8.3867,0.03,392,2388,100,38.98,23.325,0,3/1/2020 21:10
2,64,0,0.0001,100,518.67,14.62,21.61,1.3,nan,522.18,2388.05,8136.88,8.4144,0.03,391,2388,100,39.07,23.398,0,3/1/2020 21:15
stop,65,0.0008,0,100,518.67,14.62,21.6,1.3,47.34,522.52,2387.98,8135.72,8.4128,0.03,391,2388,100,38.92,23.3455,0,3/1/2020 21:20
2,66,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.17,522.65,2387.98,8138.89,8.4121,0.03,392,2388,100,39,23.426,0,3/1/2020 21:25
2,67,-0.0036,-0.0001,100,518.67,14.62,21.61,1.3,46.96,522.58,2388,8138.81,8.3761,0.03,393,2388,100,39.02,23.3933,0,3/1/2020 21:30
2,68,0.0008,0.0001,Missing,518.67,14.62,21.61,1.3,47.16,522.2,2388,8137.75,8.4141,0.03,392,I/O,100,38.97,23.4076,0,3/1/2020 21:35
2,69,-0.0004,0,100,518.67,14.62,21.61,1.3,47.33,522.21,2387.97,8136.47,8.4116,0.03,392,2388,100,39.09,23.3783,0,3/1/2020 21:40
2,70,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.26,522.17,2387.98,8134.06,8.4118,0.03,392,2388,100,39.06,23.3894,0,3/1/2020 21:45
2,71,-0.0004,0.0002,100,518.67,14.62,Bad,1.3,47.24,522.02,2387.94,8131.12,8.3993,0.03,392,2388,100,38.92,23.317,0,3/1/2020 21:50
2,72,-0.0007,-0.0001,100,518.67,14.62,no response,1.3,47.19,522.4,2388.02,8136.69,8.4012,0.03,392,2388,100,39.12,23.4393,0,3/1/2020 21:55
2,73,-0.0004,-0.0001,100,518.67,14.62,21.61,1.3,47.15,522.95,2388.02,8142.06,8.3896,0.03,390,2388,100,38.94,23.4567,0,3/1/2020 22:00
2,74,-0.0013,0.0001,100,518.67,14.62,21.6,1.3,47.25,521.97,2388.03,8138.8,8.3932,0.03,391,2388,100,39.07,23.4015,0,3/1/2020 22:05
2,75,0.0025,Bad,100,518.67,14.62,21.6,1.3,47.09,522.54,2388.07,8133.37,8.3944,0.03,392,2388,100,38.99,23.421,0,3/1/2020 22:10
2,76,-0.0037,0.0001,100,518.67,14.62,21.61,1.3,46.99,522.08,2388.07,8136.29,8.3629,0.03,392,2388,100,38.88,23.4591,0,3/1/2020 22:15
2,77,0.0003,0,100,518.67,14.62,21.61,1.3,46.95,522.36,2388.02,8138.64,8.4399,0.03,392,2388,100,39.01,23.4969,0,3/1/2020 22:20
2,78,0.0004,-0.0001,100,518.67,14.62,21.61,1.3,47.12,522.57,2387.98,8135.85,8.4018,0.03,391,2388,nan,38.96,23.5367,0,3/1/2020 22:25
2,79,0.0021,0.0004,100,518.67,14.62,21.61,1.3,47.23,522.26,2388.09,8135.02,8.3931,0.03,390,2388,100,39.15,23.2873,0,3/1/2020 22:30
2,80,0.0027,0,100,518.67,14.62,21.61,1.3,47.2,523.26,2388.03,8138.12,8.3889,0.03,391,2388,100,38.95,23.4198,0,3/1/2020 22:35
2,81,0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.25,522.62,2388.07,8135.81,8.4162,0.03,391,2388,100,39.08,23.4685,0,3/1/2020 22:40
2,82,0.0035,-0.0001,100,518.67,14.62,21.61,1.3,47.19,522.3,2388,8135.13,8.3428,0.03,391,2388,100,39.17,23.4491,0,3/1/2020 22:45
2,83,0,-0.0004,100,518.67,14.62,21.61,1.3,47.13,523.13,2388.04,8135.08,8.3997,0.03,390,2388,100,39,23.4056,0,3/1/2020 22:50
2,84,-0.0037,-0.0004,100,518.67,14.62,21.61,1.3,47.29,522.75,2387.92,8138.11,8.394,0.03,392,2388,100,38.95,23.4055,0,3/1/2020 22:55
2,85,0.0002,0.0004,100,518.67,14.62,21.6,1.3,47.19,522.63,2387.96,8137.66,8.3954,0.03,391,2388,100,39.13,23.4072,0,3/1/2020 23:00
2,86,0.0004,0,100,518.67,14.62,21.61,1.3,47.27,522.26,2388.01,8138.02,8.3958,0.03,391,2388,100,38.87,23.4982,0,3/1/2020 23:05
no connection,87,0.0019,-0.0002,100,518.67,14.62,21.61,1.3,47.26,522.59,2387.96,8140.14,8.3952,0.03,393,2388,100,39.1,23.2916,0,3/1/2020 23:10
2,88,0.0007,-0.0002,100,518.67,14.62,21.6,1.3,47.04,522.62,2388,8139.82,8.3851,0.03,391,2388,100,39.06,23.4173,0,3/1/2020 23:15
2,89,0.0017,0.0005,100,518.67,14.62,21.61,1.3,47.18,522.42,2388.08,8135.49,8.4143,0.03,393,2388,100,39.18,23.4148,0,3/1/2020 23:20
2,90,0.0019,-0.0003,100,518.67,14.62,21.61,1.3,47.21,522.04,2388,8138.51,8.3922,0.03,390,2388,100,38.9,23.4878,0,3/1/2020 23:25
2,91,-0.0007,-0.0002,100,518.67,14.62,21.61,1.3,47.15,522.48,2388.05,8134.67,8.4026,0.03,391,2388,100,39.1,23.3972,0,3/1/2020 23:30
2,92,-0.0006,0.0005,100,518.67,14.62,21.6,1.3,47.13,522.45,2388,8137.35,8.3919,0.03,392,2388,100,38.81,23.2772,0,3/1/2020 23:35
2,93,0.0019,-0.0004,100,518.67,14.62,21.61,1.3,47.24,522.52,2388,8137.98,8.4005,0.03,no response,2388,100,38.94,23.3075,0,3/1/2020 23:40
2,94,0,0.0005,100,518.67,14.62,21.61,1.3,47.38,522.74,2387.99,8141.01,8.4075,0.03,392,2388,100,39.15,23.4165,0,3/1/2020 23:45
2,95,-0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.06,522.37,2388.02,I/O,8.3773,0.03,392,2388,100,38.98,23.4318,0,3/1/2020 23:50
2,No Data,-0.0026,0.0006,100,518.67,14.62,21.61,1.3,47.07,521.66,2388.06,8137.78,8.3698,0.03,392,2388,100,38.92,23.3285,0,3/1/2020 23:55
2,97,0.0008,0.0001,100,518.67,14.62,21.61,1.3,47.19,Missing,2388.06,8135.99,8.4202,0.03,391,2388,100,39.06,23.3578,0,3/2/2020 0:00
2,98,-0.0001,0.0003,100,518.67,14.62,21.61,1.3,47.21,522.92,2387.98,8140.08,8.4115,0.03,391,2388,100,39.08,23.5011,0,3/2/2020 0:05
2,99,-0.0034,-0.0004,100,518.67,14.62,21.61,1.3,47.13,522.5,2388,8138.18,8.4179,0.03,393,2388,100,39.15,23.3414,0,3/2/2020 0:10
2,100,0.0076,-0.0001,100,518.67,14.62,21.61,1.3,47.21,522.01,2388.05,8135.5,8.4107,0.03,390,2388,100,No Data,23.331,0,3/2/2020 0:15
2,101,0.0031,0,100,518.67,14.62,21.61,1.3,47.37,522.4,2388.01,8140.13,8.3835,0.03,392,2388,100,38.93,23.4257,0,3/2/2020 0:20
2,102,0.0016,0.0001,100,518.67,14.62,21.6,1.3,47.19,522.05,2388.04,8136.45,8.4052,0.03,391,2388,100,38.92,23.3453,0,3/2/2020 0:25
2,103,-0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.23,522.36,2388.02,8144.59,8.4148,0.03,392,2388,100,39.12,23.4403,0,3/2/2020 0:31
2,104,-0.0034,0.0002,100,518.67,14.62,21.61,1.3,47.26,522.18,2388.07,8142.03,8.4037,0.03,390,2388,100,39.03,23.4053,0,3/2/2020 0:35
2,105,-0.005,0.0004,100,518.67,14.62,No Data,1.3,47.32,522.11,2388.05,8140.65,8.4056,0.03,392,2388,100,39,23.3467,0,3/2/2020 0:40
2,106,0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.32,522.11,2387.97,8133.6,8.3727,0.03,393,2388,100,39.09,23.4154,nan,3/2/2020 0:45
2,107,0.0011,-0.0001,100,518.67,14.62,21.61,1.3,47.16,522.34,2388.05,8136.62,8.3723,0.03,393,2388,100,39.13,23.5191,0,3/2/2020 0:50
2,108,0.0014,0.0004,100,518.67,14.62,21.61,1.3,47.23,522.27,2388.04,8136.72,8.3978,0.03,391,2388,100,38.75,23.4441,0,3/2/2020 0:55
2,109,0.0014,0,100,518.67,14.62,21.61,1.3,47.28,522,no connection,8145.36,8.4061,0.03,391,2388,100,39.1,23.3497,0,3/2/2020 1:00
2,110,-0.0013,-0.0002,100,518.67,14.62,21.61,1.3,47.31,522.27,2388.02,8140.04,8.3723,0.03,391,2388,100,39.06,23.3997,0,3/2/2020 1:05
2,111,0.0039,0,100,No Data,14.62,21.61,1.3,47.18,522.32,2387.99,8137.95,8.4437,0.03,392,2388,100,39.16,23.4703,0,3/2/2020 1:10
2,112,-0.0023,-0.0002,100,518.67,14.62,21.61,1.3,47.37,522.23,2388,8138.79,8.4025,0.03,392,2388,100,39.06,23.3444,0,3/2/2020 1:15
2,113,-0.003,0,100,518.67,14.62,21.61,1.3,47.23,522.1,2387.99,8141.12,8.3994,0.03,391,2388,100,39.12,23.5029,0,3/2/2020 1:20
2,114,-0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.19,522.13,2388.02,8138.67,8.4119,0.03,391,2388,100,39.06,23.3784,0,3/2/2020 1:25
2,115,-0.0041,-0.0001,100,518.67,14.62,21.61,1.3,47.14,522.1,2388.03,8138.48,8.395,0.03,390,2388,100,38.89,23.313,0,3/2/2020 1:30
2,116,-0.001,0.0004,100,518.67,14.62,21.61,1.3,47.01,522.48,2388.02,8145.28,8.3895,0.03,391,2388,100,38.96,I/O,0,3/2/2020 1:35
2,117,-0.0031,0,100,518.67,14.62,21.61,1.3,47.23,522.39,2388.03,8139.95,8.4365,0.03,392,2388,100,39.05,23.432,0,3/2/2020 1:40
2,118,-0.0013,0.0004,100,518.67,14.62,21.61,1.3,47.11,522.23,2388.05,8141.01,8.3735,0.03,392,2388,100,39.04,23.2912,0,3/2/2020 1:45
2,119,0,-0.0002,100,518.67,14.62,21.61,1.3,47.24,522.21,2388,8141.97,8.4236,0.03,392,2388,100,38.74,23.3731,0,3/2/2020 1:50
2,120,-0.0001,0.0004,100,518.67,14.62,21.61,1.3,47.22,521.62,2388.01,8136.11,8.3666,0.03,391,2388,100,39.18,23.4077,0,3/2/2020 1:55
2,121,0.0027,0.0003,100,518.67,14.62,no response,1.3,47.28,522.31,2387.97,8140.79,8.4134,0.03,392,2388,100,39.09,23.3381,0,3/2/2020 2:00
2,122,0.0011,0.0003,100,518.67,14.62,21.61,1.3,47.23,521.96,2387.97,8136.04,8.3783,0.03,392,2388,100,38.88,23.3284,0,3/2/2020 2:06
2,123,-0.001,-0.0004,100,518.67,14.62,I/O,1.3,47.21,522.14,2388.03,8134.83,8.3887,0.03,391,2388,100,38.86,23.4492,0,3/2/2020 2:10
